iteration,primal_norm,dual_norm,centering_residual,complementarity,step_size_guess,x_mean,s_mean,y_mean,problem_size_n,problem_size_m,direction_guess,problem_id
11,30.690779363247074,26.98951018828275,9.07702445815327,41.44413366604991,0.31381059609000017,1.373761589892251,1.373761589892251,1.5631935108949777,20,10,0,1
12,31.695757648437674,27.868207970048545,10.019518550933418,44.37474571465819,0.28242953648100017,1.4114729192855493,1.4114729192855493,1.6218970912980712,20,10,0,1
13,32.77025013691392,28.816946202501686,10.999729569588979,47.52495221105452,0.25418658283290013,1.4499235368043366,1.4499235368043366,1.6820335646009787,20,10,0,1
14,33.91783091641724,29.83870134853125,12.022654378020718,50.91369279049887,0.22876792454961012,1.4891487867332844,1.4891487867332844,1.7436530326724882,20,10,0,1
15,35.142294436703835,30.936643982421188,13.093928969029806,54.56216625682205,0.2058911320946491,1.5291866283929116,1.5291866283929116,1.8068080837414482,20,10,0,1
16,36.447667686570014,32.11415448727326,14.220018921604824,58.494071275983345,0.1853020188851842,1.5700777378789517,1.5700777378789517,1.8715538714820905,20,10,0,1
17,37.83822349684524,33.374839470266636,15.40843707937106,62.735875430149406,0.16677181699666577,1.6118656187302491,1.6118656187302491,1.9379482010203843,20,10,0,1
18,39.31849498633977,34.722548844704455,16.667990899367894,67.3171159010567,0.1500946352969992,1.654596721857549,1.654596721857549,2.006051622053158,20,10,0,1
19,40.89329117134813,36.1613935555881,18.009061214308314,72.27073545060068,0.13508517176729928,1.6983205750975643,1.6983205750975643,2.075927529296222,20,10,0,1
20,42.567713763873996,37.695763951701466,19.443913105390706,77.63345781376529,0.12157665459056936,1.743089922789845,1.743089922789845,2.147642270502851,20,10,0,1
21,44.34717518914899,39.330348831006646,20.98703820262129,83.44620712019564,0.10941898913151243,1.7889608758083753,1.7889608758083753,2.221265262319929,20,10,0,1
22,46.237417859147925,41.070155207071565,22.655526088693133,89.75457652269895,0.0984770902183612,1.835993072515545,1.835993072515545,2.2968691142757645,20,10,0,1
23,48.24453474553557,42.920528862120086,24.469460745639385,96.60935184134745,0.08862938119652508,1.8842498511433796,1.8842498511433796,2.3745297612213294,20,10,0,1
24,50.37499130270135,44.88717576721978,26.452336420694266,104.06709673921328,0.07976644307687257,1.9337984341457495,1.9337984341457495,2.4543266045754484,20,10,0,1
25,52.63564879914547,46.97618446237861,28.631486263146385,112.19080673971922,0.07178979876918531,1.9847101251058956,1.9847101251058956,2.536342662754393,20,10,0,1
26,55.033789123388985,49.1940494992913,31.03851700768149,121.05064028697423,0.06461081889226679,2.0370605188260753,2.0370605188260753,2.6206647311976057,20,10,0,1
27,57.57714113872423,51.547696057589256,33.709744218482534,130.72473605147,0.05814973700304011,2.090929725270697,2.090929725270697,2.707383552433897,20,10,0,1
28,60.27390866945478,54.04450585213974,36.686625366121135,141.30012680786749,0.0523347633027361,2.1464026080810386,2.1464026080810386,2.7965939966666933,20,10,0,1
29,63.132800209768995,56.69234445462578,40.01619221209807,152.87376147474785,0.04710128697246249,2.2035690384287454,2.2035690384287454,2.8883952533927166,20,10,0,1
0,19.38339443817076,26.593098999601168,0.0,20.0,1.0,1.0,1.0,1.0,20,10,1,2
1,19.955406071011218,26.740176535174623,0.9289522319224331,21.774700352072927,0.9,1.0425995265158166,1.0425995265158166,1.051898633203622,20,10,0,2
2,20.570721302521644,26.928665309256196,1.8631243572645915,23.696480738513078,0.81,1.0853016705025085,1.0853016705025085,1.1056538543040006,20,10,0,2
3,21.228399143171366,27.159066670123735,2.8090795222151477,25.76909174334318,0.7290000000000001,1.128126868244072,1.128126868244072,1.1612998935845054,20,10,0,2
4,21.927900440160236,27.432075723676544,3.773098000569933,27.997159954654684,0.6561000000000001,1.1710960378025335,1.1710960378025335,1.218874445139884,20,10,0,2
5,22.669065022524023,27.74857542006908,4.76123537272061,30.38622039234031,0.5904900000000002,1.2142306044581648,1.2142306044581648,1.2784187190037686,20,10,0,2
6,23.452088552724717,28.10963116952536,5.779379949587936,32.942757800758734,0.5314410000000002,1.2575525276862545,1.2575525276862545,1.3399775034973707,20,10,0,2
7,24.27750034224587,28.51648605721507,6.833309608848466,35.674257136974774,0.47829690000000014,1.3010843297109052,1.3010843297109052,1.403599237857736,20,10,0,2
8,25.1461429538974,28.970556727214785,7.928748206873768,38.589263692475505,0.43046721000000016,1.3448491256809434,1.3448491256809434,1.4693360952404153,20,10,0,2
9,26.059154080998283,29.473430005169348,9.071421752158418,41.69745339728675,0.38742048900000015,1.3888706555177535,1.3888706555177535,1.537244076227727,20,10,0,2
10,27.01795095155709,30.026860328046478,10.267114567336614,45.00971397165781,0.34867844010000015,1.4331733174896255,1.4331733174896255,1.607383113010029,20,10,0,2
11,28.024217337787867,30.632768047113014,11.52172572066003,48.538237713442,0.31381059609000017,1.477782203572095,1.477782203572095,1.6798171844437477,20,10,0,2
12,29.079893141266076,31.293238666801056,12.841326068841218,52.29662684054217,0.28242953648100017,1.5227231366587481,1.5227231366587481,1.7546144422264771,20,10,0,2
13,30.187166457016392,32.01052307742672,14.232216317799145,56.30001244896604,0.25418658283290013,1.5680227096920827,1.5680227096920827,1.8318473484664,20,10,0,2
14,31.348467983673373,32.78703883384338,15.700986573915385,60.56518829991343,0.22876792454961012,1.6137083267892816,1.6137083267892816,1.9115928249607326,20,10,0,2
15,32.5664676320516,33.62537252524296,17.25457792507739,65.11076081579684,0.2058911320946491,1.6598082464431567,1.6598082464431567,1.993932414536003,20,10,0,2
16,33.84407318384537,34.528283273753665,18.900346658269665,69.95731684724204,0.1853020188851842,1.706351626884116,1.706351626884116,2.0789524548418874,20,10,0,2
17,35.184430860539834,35.49870739159092,20.646131789801075,75.12761097318031,0.16677181699666577,1.7533685736947575,1.7533685736947575,2.166744265030166,20,10,0,2
18,36.59092767627193,36.539764218711156,22.50032665702535,80.64677431659888,0.1500946352969992,1.8008901897746683,1.8008901897746683,2.257404345791302,20,10,0,2
19,38.067195464804435,37.65476315561876,24.4719553986094,86.5425471020879,0.13508517176729928,1.8489486277591851,1.8489486277591851,2.3510345932633268,20,10,0,2
20,39.61711648828961,38.84721189957617,26.570755236270593,92.84553745102048,0.12157665459056936,1.8975771450022894,1.8975771450022894,2.4477425273712545,20,10,0,2
21,41.24483055302903,40.12082588730324,28.80726556685383,99.58950920937077,0.10941898913151243,1.946810161240466,1.946810161240466,2.5476415352003445,20,10,0,2
22,42.95474357433742,41.479538943580856,31.192924982190505,106.81170193552191,0.0984770902183612,1.9966833190613016,1.9966833190613016,2.6508511300533373,20,10,0,2
23,44.7515375485373,42.92751513316134,33.740177458032356,114.55318654507825,0.08862938119652508,2.047233547307807,2.047233547307807,2.757497226890396,20,10,0,2
24,46.64018190488904,44.46916181310389,36.462589095266665,122.85926052127917,0.07976644307687257,2.0984991275569884,2.0984991275569884,2.867712434901221,20,10,0,2
25,48.62594622386676,46.109143884080765,39.37497695953368,131.77988705826291,0.07178979876918531,2.150519763819023,2.150519763819023,2.9816363680115905,20,10,0,2
26,50.71441432067336,47.85239924224338,42.49355175240859,141.3701830158937,0.06461081889226679,2.203336655611639,2.203336655611639,3.0994159741819276,20,10,0,2
27,52.911499704342226,49.704155437743516,45.83607626183482,151.69096113557737,0.05814973700304011,2.2569925745728137,2.2569925745728137,3.2212058844132256,20,10,0,2
28,55.22346243332123,51.669947551779785,49.42204178513011,162.80933260363673,0.0523347633027361,2.3115319447839324,2.3115319447839324,3.3471687824363117,20,10,0,2
29,57.65692739820676,53.75563731086682,53.27286499857336,174.79937676046492,0.04710128697246249,2.367000926984877,2.367000926984877,3.4774757961239144,20,10,0,2
0,20.872806495272243,24.013123927279445,0.0,20.0,1.0,1.0,1.0,1.0,20,10,1,3
1,21.396104874478176,24.22947069909375,0.8907580721387836,21.73046082674874,0.9,1.0418199453668513,1.0418199453668513,1.0492571355423759,20,10,0,3
2,21.963648743028315,24.49030797614822,1.7769789970657524,23.59682740729151,0.81,1.0841034558686842,1.0841034558686842,1.10018303136338,20,10,0,3
3,22.575994277593757,24.796847516693518,2.66521680968819,25.60393894552279,0.7290000000000001,1.1268801981214918,1.1268801981214918,1.152821033358936,20,10,0,3
4,23.23394495880083,25.150463408976535,3.5618439616537274,27.75751651828595,0.6561000000000001,1.1701810704086637,1.1701810704086637,1.2072178976011978,20,10,0,3
5,23.938545171082637,25.552685920327246,4.4731207478726445,30.06421967650554,0.5904900000000002,1.2140382806085916,1.2140382806085916,1.2634238754718026,20,10,0,3
6,24.691074119550024,26.005196213452205,5.405264098518166,32.53171259635631,0.5314410000000002,1.2584854269782997,1.2584854269782997,1.32149280841872,20,10,0,3
7,25.493040333841044,26.509822049698034,6.364516387670247,35.1687404228465,0.47829690000000014,1.3035575820551621,1.3035575820551621,1.3814822325365512,20,10,0,3
8,26.34617695909196,27.0685345882956,7.357214903651777,37.98521656450562,0.43046721000000016,1.3492913799445496,1.3492913799445496,1.443453493199365,20,10,0,3
9,27.252437975912784,27.683446375101784,8.389862632678572,40.992321821491394,0.38742048900000015,1.3957251072680035,1.3957251072680035,1.5074718700047725,20,10,0,3
10,28.2139954444918,28.356810594913096,9.469201025495758,44.20261636183586,0.34867844010000015,1.4428987980542463,1.4428987980542463,1.5736067123181008,20,10,0,3
11,29.233237831774403,29.091021639189318,10.60228544502063,47.63016570328655,0.31381059609000017,1.4908543328640156,1.4908543328640156,1.6419315857363028,20,10,0,3
12,30.312769453700028,29.888617017397696,11.79656403063262,51.29068201291775,0.28242953648100017,1.5396355424493717,1.5396355424493717,1.7125244298226985,20,10,0,3
13,31.455411045227375,30.752280616669545,13.059960760874647,55.20168220516033,0.25418658283290013,1.5892883162587876,1.5892883162587876,1.7854677274959356,20,10,0,3
14,32.664201457857054,31.684847292500454,14.400963550497512,59.38266450304244,0.22876792454961012,1.6398607161110206,1.6398607161110206,1.8608486864897351,20,10,0,3
15,33.942400476239,32.68930875408149,15.828718279864393,63.8553053293266,0.2058911320946491,1.691403095373479,1.691403095373479,1.9387594333341593,20,10,0,3
16,35.29349274108059,33.7688206924857,17.353129724945983,68.64367861614004,0.1853020188851842,1.7439682239945973,1.7439682239945973,2.019297220344429,20,10,0,3
17,36.721192764002986,34.926711088962215,18.984970435004836,73.77449986610685,0.16677181699666577,1.7976114197546298,1.7976114197546298,2.102564646139797,20,10,0,3
18,38.229451020467415,36.16648963424622,20.73599869341183,79.27739756763292,0.1500946352969992,1.852390686115313,1.852390686115313,2.188669890252782,20,10,0,3
19,39.822461108820114,37.4918581879724,22.619086795942838,85.18521486486557,0.13508517176729928,1.9083668570660337,1.9083668570660337,2.2777269624282797,20,10,0,3
20,41.504667966434994,38.90672220958945,24.64836099169489,91.53434471226429,0.12157665459056936,1.9656037493826084,1.9656037493826084,2.3698559672528168,20,10,0,3
21,43.28077713753738,40.415203098013684,26.839354555977806,98.36510210833056,0.10941898913151243,2.0241683227344254,2.0241683227344254,2.4651833847966325,20,10,0,3
22,45.1557650913312,42.021651385906736,29.209175603916023,105.72213740690285,0.0984770902183612,2.084130848096738,2.084130848096738,2.5638423679954006,20,10,0,3
23,47.13489059336125,43.73066074514745,31.776691409958687,113.65489515200065,0.08862938119652508,2.1455650849472816,2.1455650849472816,2.665973057544518,20,10,0,3
24,49.22370713750959,45.54708277204698,34.5627311741425,122.21812337846718,0.07976644307687257,2.2085484677501563,2.2085484677501563,2.771722915126952,20,10,0,3
25,51.42807645058157,47.47604253345818,37.59030937305809,131.47243887111085,0.07178979876918531,2.2731623022552756,2.2731623022552756,2.8812470758458986,20,10,0,3
26,53.75418308603896,49.52295486759445,40.88487205449397,141.48495448579024,0.06461081889226679,2.3394919721684873,2.3394919721684873,2.9947087207860648,20,10,0,3
27,56.208550128066285,51.69354144565738,44.47456868232319,152.3299753136953,0.05814973700304011,2.4076271567760124,2.4076271567760124,3.1122794706824095,20,10,0,3
28,58.79805603180303,53.99384861196372,48.390552415219105,164.08977122247495,0.0523347633027361,2.477662060137045,2.477662060137045,3.2341398017327663,20,10,0,3
29,61.529952630241866,56.43026603096109,52.66731201233975,176.85543414319812,0.04710128697246249,2.5496956524903585,2.5496956524903585,3.360479484651168,20,10,0,3
0,16.545940069937,24.191592496654728,0.0,20.0,1.0,1.0,1.0,1.0,20,10,1,4
1,16.640925189264063,24.014041465451673,0.8703715536449953,21.513317583419415,0.9,1.0363698567166748,1.0363698567166748,1.024427948073088,20,10,0,4
2,16.775929518878883,23.867097536389274,1.7358342379107483,23.140577969370167,0.81,1.0727058200501154,1.0727058200501154,1.049377244794662,20,10,0,4
3,16.949349149455344,23.750231170800102,2.6011178626147116,24.879608777531104,0.7290000000000001,1.1090089561972831,1.1090089561972831,1.0748522728990086,20,10,0,4
4,17.15985234357735,23.663149270976923,3.4706248560334507,26.728811577634033,0.6561000000000001,1.1452815405853904,1.1452815405853904,1.100859250824239,20,10,0,4
5,17.40637779519119,23.60578493486867,4.348485251394103,28.68714418961378,0.5904900000000002,1.1815270122909876,1.1815270122909876,1.1274061471046124,20,10,0,4
6,17.688131036483743,23.578288531545773,5.238608369111306,30.754109708041995,0.5314410000000002,1.2177499354557826,1.2177499354557826,1.154502603674683,20,10,0,4
7,18.004579488696567,23.581019999731122,6.144731367351482,32.92975192845979,0.47829690000000014,1.2539559673877254,1.2539559673877254,1.1821598675045053,20,10,0,4
8,18.355446658728557,23.61454226202892,7.070464862316304,35.214656961130736,0.43046721000000016,1.290151833073725,1.290151833073725,1.2103907300293633,20,10,0,4
9,18.74070595046756,23.679615642750782,8.019335846821239,37.60996091921911,0.38742048900000015,1.3263453058663306,1.3263453058663306,1.2392094738784905,20,10,0,4
10,19.160574503194795,23.777193177555187,8.99482815894308,40.11736366537669,0.34867844010000015,1.3625451941410118,1.3625451941410118,1.268631826445226,20,10,0,4
11,19.615507401327225,23.90841670854254,10.000420770581261,42.73914869498553,0.31381059609000017,1.3987613337534834,1.3987613337534834,1.2986749198762362,20,10,0,4
12,20.106192529428142,24.074613668952768,11.039624178546195,45.47820932754389,0.28242953648100017,1.4350045861580525,1.4350045861580525,1.3293572570899839,20,10,0,4
13,20.633546280113375,24.277294477026654,12.116015188777641,48.33808147152677,0.25418658283290013,1.47128684207837,1.47128684207837,1.3606986834647745,20,10,0,4
14,21.19871026397745,24.51815047855087,13.233270388490107,51.32298332409675,0.22876792454961012,1.50762103065142,1.50762103065142,1.392720363864532,20,10,0,4
15,21.80304912176769,24.799052401501147,14.39519860268378,54.43786246687848,0.2058911320946491,1.5440211339942223,1.5440211339942223,1.4254447646961936,20,10,0,4
16,22.448149500160422,25.122049313134163,15.605772631908877,57.68845092425879,0.1853020188851842,1.580502207170744,1.580502207170744,1.4588956407163345,20,10,0,4
17,23.135820223159538,25.48936809867464,16.869160568806514,61.08132886300822,0.16677181699666577,1.6170804035640103,1.6170804035640103,1.4930980263264906,20,10,0,4
18,23.868093670347456,25.903413509958426,18.189756993112862,64.62399773319224,0.1500946352969992,1.653773005685569,1.653773005685569,1.5280782311167507,20,10,0,4
19,24.6472283597429,26.36676886039776,19.57221434978891,68.3249637822228,0.13508517176729928,1.690598461481389,1.690598461481389,1.5638638394356394,20,10,0,4
20,25.47571272558119,26.88219746773804,21.02147482395374,72.19383301849837,0.12157665459056936,1.727576426220141,1.727576426220141,1.6004837137812096,20,10,0,4
21,26.356270078718875,27.45264496666306,22.542803040548595,76.24141886058572,0.10941898913151243,1.764727810076709,1.764727810076709,1.6379680018236669,20,10,0,4
22,27.291864738489007,28.081242628011626,24.141819937332354,80.47986388469727,0.0984770902183612,1.8020748315508794,1.8020748315508794,1.676348146883886,20,10,0,4
23,28.285709328760188,28.771311829232705,25.824538188136085,84.92277727996473,0.08862938119652508,1.8396410768885771,1.8396410768885771,1.715656901704844,20,10,0,4
24,29.34127323689976,29.526369821297507,27.597399590600382,89.58538984062828,0.07976644307687257,1.8774515657008712,1.8774515657008712,1.7559283453644237,20,10,0,4
25,30.46229224167129,30.3501369307781,29.467314880336563,94.48472857002197,0.07178979876918531,1.9155328230044208,1.9155328230044208,1.797197903188223,20,10,0,4
26,31.65277932430087,31.246545322968192,31.441706493238105,99.63981324678761,0.06461081889226679,1.9539129579361916,1.9539129579361916,1.8395023695300228,20,10,0,4
27,32.91703668563015,32.21974943407117,33.528554871423694,105.07187761318478,0.05814973700304011,1.992621749425286,1.992621749425286,1.8828799332954347,20,10,0,4
28,34.259669001137,33.27413815931737,35.736448998239126,110.80461819327688,0.0523347633027361,2.03169073913571,2.03169073913571,1.9273702060910238,20,10,0,4
29,35.68559795443034,34.41434886131783,38.07464195649618,116.86447414033172,0.04710128697246249,2.071153332026036,2.071153332026036,1.9730142528868637,20,10,0,4
0,24.42581346524176,27.317909684101647,0.0,20.0,1.0,1.0,1.0,1.0,20,10,1,5
1,25.50415647364269,28.012544573987576,0.92527660205028,21.640273227189784,0.9,1.0391411602059726,1.0391411602059726,1.0402863475804724,20,10,0,5
2,26.65738781126004,28.786423030939584,1.877127646504215,23.491226488103397,0.81,1.07962873887994,1.07962873887994,1.0825844491147076,20,10,0,5
3,27.887572513589355,29.642116235829565,2.8658224561238987,25.568431417425376,0.7290000000000001,1.1215320619229499,1.1215320619229499,1.1269422470613117,20,10,0,5
4,29.19736202835816,30.582550864705563,3.9016969973905655,27.889712108908707,0.6561000000000001,1.164924898091144,1.164924898091144,1.1734120484616462,20,10,0,5
5,30.589962028373314,31.61100708740294,4.995268647565817,30.4753657582833,0.5904900000000002,1.2098856910662066,1.2098856910662066,1.222050553793057,20,10,0,5
6,32.06910802826183,32.73112075351775,6.157361086084075,33.34841627317172,0.5314410000000002,1.2564978102418582,1.2564978102418582,1.2729189001007457,20,10,0,5
7,33.639048446208996,33.946889543927476,7.3992400985766045,36.53490422755439,0.47829690000000014,1.3048498210812942,1.3048498210812942,1.3260827179960124,20,10,0,5
8,35.304534601242665,35.26268284903049,8.732761226309004,40.06421710230853,0.43046721000000016,1.3550357759957492,1.3550357759957492,1.3816122021687842,20,10,0,5
9,37.07081708786661,36.68325513544938,10.170530454226684,43.969464374271155,0.38742048900000015,1.40715552679255,1.40715552679255,1.4395821951182373,20,10,0,5
10,38.94364798374452,38.213762577969916,11.726079479316358,48.28790270478486,0.34867844010000015,1.4613150598427294,1.4613150598427294,1.5000722838572171,20,10,0,5
11,40.929288395721755,39.859782759665116,13.414057512099296,53.06141724644266,0.31381059609000017,1.5176268552239751,1.5176268552239751,1.5631669093943619,20,10,0,5
12,43.034520916994126,41.62733727727373,15.25044201814864,58.3370659466693,0.28242953648100017,1.576210271205021,1.576210271205021,1.6289554888425308,20,10,0,5
13,45.26666664252401,43.522917128055774,17.252771291214753,64.16769469325581,0.25418658283290013,1.6371919555530756,1.6371919555530756,1.6975325500436118,20,10,0,5
14,47.633606464214324,45.55351079605822,19.440402259596496,70.61263223613643,0.22876792454961012,1.7007062852671502,1.7007062852671502,1.768997878638165,20,10,0,5
15,50.143806438221475,47.726634998017005,21.834797463620486,77.73847504972385,0.2058911320946491,1.7668958364677976,1.7668958364677976,1.843456677543816,20,10,0,5
16,52.80634708237457,50.050368090539635,24.45984571001858,85.61997369151545,0.1853020188851842,1.8359118863084256,1.8359118863084256,1.9210197388390182,20,10,0,5
17,55.63095652140473,52.5333861797782,27.342221517642816,94.34103378867441,0.16677181699666577,1.9079149489157199,1.9079149489157199,2.001803628078802,20,10,0,5
18,58.62804745170145,55.185002011960435,30.51178912987389,103.99584657123177,0.1500946352969992,1.9830753475174308,1.9830753475174308,2.0859308810965707,20,10,0,5
19,61.80875794610765,58.01520675768515,34.00205759574473,114.69016589839347,0.13508517176729928,2.0615738250756226,2.0615738250756226,2.173530213370859,20,10,0,5
20,65.18499616352626,61.03471483486104,37.850694229364606,126.54275102723628,0.12157665459056936,2.143602195913224,2.143602195913224,2.2647367420584,20,10,0,5
21,68.76948906858871,64.25501194481673,42.10010466251535,139.68699698963655,0.10941898913151243,2.229364041002112,2.229364041002112,2.3596922208147064,20,10,0,5
22,72.57583530407078,67.68840652379906,46.7980887269972,154.27277741780213,0.0984770902183612,2.319075449772959,2.319075449772959,2.4585452875408014,20,10,0,5
23,76.61856239383705,71.34808483824192,51.99858256232288,170.468528041682,0.08862938119652508,2.4129658115114667,2.4129658115114667,2.561451725209563,20,10,0,5
24,80.91318848749326,75.24816997729125,57.76249866418131,188.4636029303224,0.07976644307687257,2.5112786596234975,2.5112786596234975,2.668574735937419,20,10,0,5
25,85.47628889020682,79.40378502058046,64.15867709621646,208.47093992955826,0.07178979876918531,2.6142725722838724,2.6142725722838724,2.7800852284766533,20,10,0,5
26,90.32556765284006,83.83112068360435,71.26496281203204,230.73007673521022,0.06461081889226679,2.722222133231472,2.722222133231472,2.8961621193103695,20,10,0,5
27,95.47993452908996,88.54750776766194,79.16942600974205,255.51056471979558,0.05814973700304011,2.8354189567377954,2.8354189567377954,3.0169926475359126,20,10,0,5
28,100.9595876381633,93.57149476660402,87.97174470593927,283.11583409941164,0.0523347633027361,2.9541727810585985,2.9541727810585985,3.142772703723229,20,10,0,5
29,106.78610220400742,98.92293100888409,97.78477131249306,313.88757139764476,0.04710128697246249,3.0788126349799674,3.0788126349799674,3.2737071729319864,20,10,0,5
0,17.957218466045067,24.434047072655233,0.0,20.0,1.0,1.0,1.0,1.0,20,10,1,6
1,18.924275420258766,24.89899378293689,0.8287652531744555,21.177856667449294,0.9,1.0279538600453608,1.0279538600453608,1.033326140339814,20,10,0,6
